Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Précédent code unique d'identification du site de baignade;Evolution 2025 vs. 2024;Nom du site de baignade;Code INSEE de la commune;Nom de la commune;Date déclaration UE;Type d'eau;Longitude (ETRS 89);Latitude (ETRS 89)
2025;Auvergne-Rhône-Alpes;001;FRK2101010D001530; ;Pas de changement;PLAN D'EAU D'ANGLEFORT;01010;ANGLEFORT;01/07/2019;Lac;5,81195997499;45,90461858507
2025;Auvergne-Rhône-Alpes;001;FRK2101053D001570; ;Pas de changement;BOURG EN BRESSE - PLAN D'EAU DU PARC DE LOISIRS DE BOUVENT;01053;BOURG-EN-BRESSE;01/01/1992;Lac;5,26129830389;46,18920188895
2025;Auvergne-Rhône-Alpes;001;FRK2101058D001580; ;Pas de changement;BREGNIER-CORDON - PLAN D'EAU COMMUNAL DE GLANDIEU;01058;BREGNIER-CORDON;01/01/1992;Lac;5,60948518831;45,65660355480
2025;Auvergne-Rhône-Alpes;001;FRK2101087D001600; ;Pas de changement;CHARIX - LAC GENIN;01087;CHARIX;01/01/1992;Lac;5,69612885847;46,22020927234
2025;Auvergne-Rhône-Alpes;001;FRK2101099D001150; ;Pas de changement;CHAZEY-SUR-AIN - RIVE GAUCHE DE L'AIN EN AMONT DU PONT SUR L'AIN;01099;CHAZEY-SUR-AIN;01/01/1992;Rivière;5,23397216644;45,90788407800
2025;Auvergne-Rhône-Alpes;001;FRK2101099D001605; ;Pas de changement;CHAZEY-SUR-AIN - PLAN D'EAU COMMUNAL EN AVAL DU PONT DE CHAZEY;01099;CHAZEY-SUR-AIN;01/01/1992;Lac;5,23884672862;45,90240056381
2025;Auvergne-Rhône-Alpes;001;FRK2101123D001607; ;Changement mineur;"CORMORANCHE/SAONE PLAN D'EAU DE LA BASE DE LOISIRS ""LA PIERRE THORION""";01123;CORMORANCHE-SUR-SAONE;01/01/1992;Lac;4,82520390299;46,25298419162
2025;Auvergne-Rhône-Alpes;001;FRK2101133D001311; ;Changement mineur;PARC AQUATIQUE - PLAGE DE L’ÉCOINÇON;01133;CRESSIN-ROCHEFORT;26/06/2021;Rivière;5,77000533400;45,77506571967
2025;Auvergne-Rhône-Alpes;001;FRK2101143D001620; ;Pas de changement;DIVONNE-LES-BAINS - LAC DE DIVONNE;01143;DIVONNE-LES-BAINS;01/01/1992;Lac;6,14946355382;46,35401680170
2025;Auvergne-Rhône-Alpes;001;FRK2101184D001110; ;Pas de changement;HAUTECOURT-ROMANECHE - PLAGE DE L'ILE CHAMBOD RIVIERE D'AIN;01184;HAUTECOURT-ROMANECHE;01/01/1992;Rivière;5,43237199475;46,12942546141
2025;Auvergne-Rhône-Alpes;001;FRK2101204D001631; ;Pas de changement;PLAN D'EAU DE LE POIZAT - LALLEYRIAT;01204;POIZAT-LALLEYRIAT (LE);01/06/2019;Lac;5,71341983595;46,15129372299
2025;Auvergne-Rhône-Alpes;001;FRK2101229D001650; ;Changement mineur;"MALAFRETAZ - PLAN D'EAU DE LA BASE DE PLEIN AIR ""LA PLAINE TONIQUE""";01229;MALAFRETAZ;01/01/2003;Lac;5,13900099282;46,34088707486
2025;Auvergne-Rhône-Alpes;001;FRK2101239D001320; ;Changement mineur;"MASSIGNIEU DE RIVES - PLAGE DU ""LIT AU ROI"" CANAL DU RHONE";01239;MASSIGNIEU-DE-RIVES;01/01/1992;Rivière;5,76904151913;45,76868296868
2025;Auvergne-Rhône-Alpes;001;FRK2101269D001660; ;Pas de changement;NANTUA - PLAGE DU STADE NAUTIQUE LAC DE NANTUA;01269;NANTUA;01/01/1992;Lac;5,59743392582;46,16149259670
2025;Auvergne-Rhône-Alpes;001;FRK2101269D001661; ;Pas de changement;LAC DE NANTUA -  PLAGE DE LA COLONNE;01269;NANTUA;29/06/2019;Lac;5,59756954315;46,15504753420
2025;Auvergne-Rhône-Alpes;001;FRK2101302D001670; ;Pas de changement;POLLIEU - PLAGE DU LAC DE BARTERAND;01302;POLLIEU;01/01/1992;Lac;5,74636701513;45,78677151787
2025;Auvergne-Rhône-Alpes;001;FRK2101304D001130; ;Pas de changement;PONT D'AIN - RIVE GAUCHE DE L'AIN EN AMONT DU PONT SUR L'AIN;01304;PONT-D'AIN;01/01/1992;Rivière;5,33847764136;46,04781410886
2025;Auvergne-Rhône-Alpes;001;FRK2101305D001210; ;Pas de changement;PONT-DE-VAUX - RIVE GAUCHE DE LA SAONE EN AVAL DU PONT DE FLEURVILLE;01305;PONT-DE-VAUX;01/01/1992;Rivière;4,89694576716;46,44726022003
2025;Auvergne-Rhône-Alpes;001;FRK2101314D001140; ;Pas de changement;PRIAY - RIVE GAUCHE DE L'AIN EN AMONT DU PONT;01314;PRIAY;01/01/1992;Rivière;5,29650873958;46,00480854596
2025;Auvergne-Rhône-Alpes;001;FRK2101378D001180; ;Pas de changement;ST-MAURICE-DE-GOURDANS - RIVE DROITE DE L'AIN CAMPING;01378;SAINT-MAURICE-DE-GOURDANS;01/07/1992;Rivière;5,18732914305;45,80759581248
2025;Auvergne-Rhône-Alpes;001;FRK2101403D001328; ;Pas de changement;SERRIERES DE BRIORD - PLAGE DU POINT VERT RIVE DROITE DU RHONE;01403;SERRIERES-DE-BRIORD;01/01/1999;Rivière;5,42654313314;45,81734646205
2025;Auvergne-Rhône-Alpes;001;FRK2101407D001685; ;Changement mineur;"SEYSSEL - PLAN D'EAU ""LES GOUILLES""";01407;SEYSSEL;01/01/1992;Lac;5,83315199979;45,94927830723
2025;Auvergne-Rhône-Alpes;001;FRK2101426D001690; ;Pas de changement;VAL-REVERMONT - PLAN D'EAU DE LA GRANGE DU PIN;01426;VAL-REVERMONT;01/01/1992;Lac;5,35620913928;46,30420830919
2025;Auvergne-Rhône-Alpes;001;FRK2101452D001700; ;Pas de changement;VIRIEU LE GRAND - LAC DE VIRIEU;01452;VIRIEU-LE-GRAND;01/01/1992;Lac;5,64162774103;45,82910543954
2025;Auvergne-Rhône-Alpes;003;FRK1103165D003001; ;Changement mineur;PLAN D'EAU DE SAINT CLEMENT;03165;MAYET-DE-MONTAGNE (LE);01/07/2023;Lac;3,69470046063;46,08108911646
2025;Auvergne-Rhône-Alpes;003;FRK1103190D003036; ;Pas de changement;MOULINS PLAGE ALLIER;03190;MOULINS;01/07/2022;Rivière;3,32532342163;46,55879601845
2025;Auvergne-Rhône-Alpes;003;FRK1103207D003042; ;Pas de changement;PLAN D'EAU COMMUNAL;03207;PIERREFITTE-SUR-LOIRE;01/01/1996;Lac;3,80776055341;46,50605272398
2025;Auvergne-Rhône-Alpes;003;FRK1103221D003050; ;Pas de changement;ETANG DE ST-BONNET;03221;SAINT-BONNET-TRONCAIS;01/01/1991;Lac;2,68832720008;46,65523498120
2025;Auvergne-Rhône-Alpes;003;FRK1103310D003003; ;Pas de changement;PLAGE DES CELESTINS;03310;VICHY;01/07/2008;Rivière;3,42005792513;46,11911564561
2025;Auvergne-Rhône-Alpes;003;FRK1103312D003090; ;Pas de changement;ETANG DE VIEURE;03312;VIEURE;01/01/1991;Lac;2,91058078751;46,50426018406
2025;Auvergne-Rhône-Alpes;007;FRK2207011D007355; ;Pas de changement;LE MAS AU PLAN D'EAU DU PAL;07011;VALLEES-D'ANTRAIGUES-ASPERJOC;01/01/1991;Rivière;4,35962496222;44,72040113770
2025;Auvergne-Rhône-Alpes;007;FRK2207012D007560; ;Pas de changement;L'EYSSE A LA PLAGE D'ARCENS;07012;ARCENS;01/01/2001;Rivière;4,32513408485;44,90011655210
2025;Auvergne-Rhône-Alpes;007;FRK2207023D007085; ;Pas de changement;L'ARDECHE AU PONT DE BALAZUC;07023;BALAZUC;01/01/1991;Rivière;4,37095578823;44,51152318338
2025;Auvergne-Rhône-Alpes;007;FRK2207031D007275; ;Pas de changement;LE CHASSEZAC A LA PLAGE DE MAZET;07031;BERRIAS-ET-CASTELJAU;01/07/2008;Rivière;4,19781096140;44,39588716453
2025;Auvergne-Rhône-Alpes;007;FRK2207031D007280; ;Pas de changement;LE CHASSEZAC A LA PLAGE DE CHAULET;07031;BERRIAS-ET-CASTELJAU;01/07/2008;Rivière;4,21662541970;44,40545798626
2025;Auvergne-Rhône-Alpes;007;FRK2207050D007260; ;Pas de changement;LE CHASSEZAC AU PONT DU NASSIER;07050;CHAMBONAS;01/07/2015;Rivière;4,10968680262;44,42326032085
2025;Auvergne-Rhône-Alpes;007;FRK2207058D007456; ;Pas de changement;LA LIGNE AU CAMPING LES RANCHISSES;07058;CHASSIERS;01/01/2006;Rivière;4,28503152086;44,56139222702
2025;Auvergne-Rhône-Alpes;007;FRK2207061D007092; ;Pas de changement;L'ARDECHE A LA PLAGE PRIVEE ISLA COOL DOUCE;07061;CHAUZON;01/01/2003;Rivière;4,35006473986;44,47502869882
2025;Auvergne-Rhône-Alpes;007;FRK2207064D007432; ;Pas de changement;L'EYRIEUX A LA PLAGE DU CHAMBAUD;07064;CHEYLARD (LE);01/07/2012;Rivière;4,42028211095;44,91655450940
2025;Auvergne-Rhône-Alpes;007;FRK2207071D007910; ;Pas de changement;LE LAC DE COUCOURON;07071;COUCOURON;01/01/1991;Lac;3,96050937017;44,80360767938
2025;Auvergne-Rhône-Alpes;007;FRK2207076D007077; ;Site de baignade nouvellement identifié;LAC NORD LES ILONS;07076;CRUAS;01/07/2025;Lac;4,77457172782;44,65959758763
2025;Auvergne-Rhône-Alpes;007;FRK2207079D007605; ;Pas de changement;LE DOUX A LA PLAGE DES SALINS;07079;DESAIGNES;01/01/1991;Rivière;4,51264403364;44,99864348529
2025;Auvergne-Rhône-Alpes;007;FRK2207080D007405; ;Pas de changement;LE LAC DE DEVESSET;07080;DEVESSET;01/01/1991;Lac;4,39395576822;45,05158627253
2025;Auvergne-Rhône-Alpes;007;FRK2207082D007505; ;Pas de changement;LA DORNE A LA PLAGE DE LA GANDOLE;07082;DORNAS;01/01/1991;Rivière;4,34564881767;44,85002883239
2025;Auvergne-Rhône-Alpes;007;FRK2207096D007540; ;Pas de changement;LA GLUEYRE A LA PLAGE DE FONTUGNE;07096;GLUIRAS;01/07/1991;Rivière;4,56554436316;44,82235396216
2025;Auvergne-Rhône-Alpes;007;FRK2207107D007030; ;Pas de changement;LE LIGNON AU LIEU DIT LA TURBINE;07107;JAUJAC;01/07/2008;Rivière;4,25507876330;44,63987951839
2025;Auvergne-Rhône-Alpes;007;FRK2207110D007220; ;Pas de changement;LA BEAUME A LA PLAGE DU PETIT ROCHER;07110;JOYEUSE;01/01/1991;Rivière;4,23731976656;44,48635393037
2025;Auvergne-Rhône-Alpes;007;FRK2207114D007602; ;Pas de changement;LE DOUX A LA PLAGE DE LABATIE;07114;LABATIE-D'ANDAURE;01/01/1994;Rivière;4,49596239937;45,02701985547
2025;Auvergne-Rhône-Alpes;007;FRK2207115D007235; ;Pas de changement;LA BEAUME A LA PLAGE DU VILLAGE DE LABEAUME;07115;LABEAUME;01/01/1991;Rivière;4,30777717808;44,44840254136
2025;Auvergne-Rhône-Alpes;007;FRK2207115D007236; ;Pas de changement;LA BEAUME A LA PLAGE DE PEYROCHE;07115;LABEAUME;01/07/2008;Rivière;4,32900564892;44,45002129278
2025;Auvergne-Rhône-Alpes;007;FRK2207119D007905; ;Pas de changement;LE LAC D'ISSARLES;07119;LAC-D'ISSARLES (LE);01/01/1991;Lac;4,06456053185;44,81645190881
2025;Auvergne-Rhône-Alpes;007;FRK2207123D007501; ;Pas de changement;LA SALIOUSE A LA PLAGE LA BACHASSE;07123;LACHAPELLE-SOUS-CHANEAC;01/07/2008;Rivière;4,32980226820;44,94740812954
2025;Auvergne-Rhône-Alpes;007;FRK2207126D007330; ;Pas de changement;L'IBIE AU TROU DE LA LUNE;07126;LAGORCE;01/07/2019;Rivière;4,44289257361;44,45737665154
2025;Auvergne-Rhône-Alpes;007;FRK2207127D007028; ;Pas de changement;L'ARDECHE A LA PLAGE DE LA CLAPE;07127;LALEVADE-D'ARDECHE;01/01/2003;Rivière;4,32598687850;44,65150449960
2025;Auvergne-Rhône-Alpes;007;FRK2207129D007610; ;Pas de changement;LE DOUX AU LIEU DIT LE RETOURTOUR;07129;LAMASTRE;01/01/1991;Rivière;4,56271380867;44,98945941889
2025;Auvergne-Rhône-Alpes;007;FRK2207146D007755; ;Pas de changement;LE MEZAYON AU LIEU DIT LA NEUVE;07146;LYAS;01/07/1991;Rivière;4,58358187073;44,74359281183
2025;Auvergne-Rhône-Alpes;007;FRK2207167D007445; ;Pas de changement;L'EYRIEUX A LA PLAGE DE LA THEOULE;07167;OLLIERES-SUR-EYRIEUX (LES);01/01/1991;Rivière;4,61683106893;44,80404033627
2025;Auvergne-Rhône-Alpes;007;FRK2207189D007001; ;Changement mineur;L’ALUNE A LA PLAGE PRIVEE LE MOULIN D’ALUNE;07189;RIBES;01/07/2021;Rivière;4,21711771154;44,49434846528
2025;Auvergne-Rhône-Alpes;007;FRK2207192D007601; ;Pas de changement;LE DOUX A LA PLAGE DE ROCHEPAULE;07192;ROCHEPAULE;01/01/2000;Rivière;4,48239799333;45,08353949489
2025;Auvergne-Rhône-Alpes;007;FRK2207199D007004; ;Pas de changement;LA BEAUME A LA PLAGE DE LA TOURASSE;07199;ROSIERES;01/07/2008;Rivière;4,25343307468;44,48022985926
2025;Auvergne-Rhône-Alpes;007;FRK2207201D007100; ;Pas de changement;L'ARDECHE A LA PLAGE DU STADE;07201;RUOMS;01/07/2008;Rivière;4,33545495834;44,45168097049
2025;Auvergne-Rhône-Alpes;007;FRK2207201D007123; ;Pas de changement;L'ARDECHE AU LIEU-DIT MOULIN DU GRAZEL;07201;RUOMS;01/07/2019;Rivière;4,34814962929;44,47697885165
2025;Auvergne-Rhône-Alpes;007;FRK2207237D007455; ;Pas de changement;L'EYRIEUX AU LIEU DIT LE PIGEONNIER;07237;SAINT-FORTUNAT-SUR-EYRIEUX;01/01/1991;Rivière;4,68208686877;44,82854566954
2025;Auvergne-Rhône-Alpes;007;FRK2207247D007791; ;Changement mineur;LA CLADUEGNE AU PLAN D'EAU DU CAMPING DES ARCHES;07247;SAINT-JEAN-LE-CENTENIER;01/07/2012;Rivière;4,52750067076;44,58882852850
2025;Auvergne-Rhône-Alpes;007;FRK2207259D007180; ;Pas de changement;L'ARDECHE A LA PLAGE DU PONT CASSE;07259;SAINT-JUST-D'ARDECHE;01/01/1991;Rivière;4,61748167859;44,27858338905
2025;Auvergne-Rhône-Alpes;007;FRK2207262D007001; ;Pas de changement;LA BORNE AU CAMPING LE CEYTROU;07262;SAINT-LAURENT-LES-BAINS-LAVAL-D'AURELLE;04/07/2016;Rivière;3,98133777933;44,60069196127
2025;Auvergne-Rhône-Alpes;007;FRK2207267D007545; ;Pas de changement;LE LAC DE ST MARTIAL;07267;SAINT-MARTIAL;01/01/1991;Lac;4,27925787997;44,86678794552
2025;Auvergne-Rhône-Alpes;007;FRK2207268D007170; ;Pas de changement;L'ARDECHE A LA PLAGE DE SAUZE;07268;SAINT-MARTIN-D'ARDECHE;01/01/1991;Rivière;4,55197677504;44,31239814731
2025;Auvergne-Rhône-Alpes;007;FRK2207268D007175; ;Pas de changement;L'ARDECHE A LA PLAGE DU GRAIN DE SEL;07268;SAINT-MARTIN-D'ARDECHE;01/01/1991;Rivière;4,56138540524;44,30254157172
2025;Auvergne-Rhône-Alpes;007;FRK2207269D007502; ;Pas de changement;LA SALIOUSE A LA PLAGE DE ST MARTIN;07269;SAINT-MARTIN-DE-VALAMAS;01/01/1991;Lac;4,36691328304;44,94150106133
2025;Auvergne-Rhône-Alpes;007;FRK2207304D007851; ;Pas de changement;L'ARDECHE AVAL PONT DE SALAVAS;07304;SALAVAS;01/07/2012;Rivière;4,38548808317;44,39759316547
2025;Auvergne-Rhône-Alpes;007;FRK2207306D007789; ;Pas de changement;L'ARDECHE A LA PLAGE DE SAMPZON;07306;SAMPZON;01/01/2006;Rivière;4,35468518178;44,42646231070
2025;Auvergne-Rhône-Alpes;007;FRK2207315D007342; ;Pas de changement;LE LIGNON A LA PLAGE COMMUNALE;07315;SOUCHE (LA);01/01/1994;Rivière;4,19796540467;44,62986159007
2025;Auvergne-Rhône-Alpes;007;FRK2207322D007010; ;Pas de changement;L'ARDECHE AU PONT DU DIABLE;07322;THUEYTS;01/01/1991;Rivière;4,22138174043;44,67128391027
2025;Auvergne-Rhône-Alpes;007;FRK2207330D007145; ;Pas de changement;L'ARDECHE AU LIEU DIT LES TUNNELS;07330;VALLON-PONT-D'ARC;01/01/1991;Rivière;4,40633337750;44,38900101021
2025;Auvergne-Rhône-Alpes;007;FRK2207330D007150; ;Pas de changement;L'ARDECHE AVAL PONT D'ARC;07330;VALLON-PONT-D'ARC;01/01/1991;Rivière;4,41597538628;44,38244918823
2025;Auvergne-Rhône-Alpes;007;FRK2207330D007151; ;Pas de changement;L'ARDECHE AMONT PONT D'ARC;07330;VALLON-PONT-D'ARC;01/07/2015;Rivière;4,41441576564;44,38183001388
2025;Auvergne-Rhône-Alpes;007;FRK2207334D007272; ;Pas de changement;LE CHASSEZAC AU MALPAS CORNILLON;07334;VANS (LES);01/01/2006;Rivière;4,18323781034;44,40873863235
2025;Auvergne-Rhône-Alpes;007;FRK2207338D007915; ;Pas de changement;LE LAC AUX RAMIERS;07338;VERNOUX-EN-VIVARAIS;01/01/1992;Lac;4,65647451585;44,89208555621
2025;Auvergne-Rhône-Alpes;007;FRK2207348D007070; ;Pas de changement;L'ARDECHE A LA PLAGE DU VIEUX PONT;07348;VOGUE;01/01/1991;Rivière;4,41288658368;44,54946709734
2025;Auvergne-Rhône-Alpes;015;FRK1215011D015165; ;Pas de changement;LA GINESTE;15011;ARNAC;01/01/1992;Lac;2,21211660382;45,08454385158
2025;Auvergne-Rhône-Alpes;015;FRK1215027D015130; ;Pas de changement;LAC DE L'ESTANQUIOL;15027;PUYCAPEL;01/01/1991;Lac;2,35503229281;44,72055747705
2025;Auvergne-Rhône-Alpes;015;FRK1215073D015170; ;Pas de changement;VALLON DE MALLET;15073;FRIDEFONT;01/01/2006;Lac;3,11833003294;44,91185459909
2025;Auvergne-Rhône-Alpes;015;FRK1215088D015070; ;Pas de changement;PUECH DES OUILHES;15088;LACAPELLE-VIESCAMP;01/01/1991;Lac;2,24883234648;44,91353844962
2025;Auvergne-Rhône-Alpes;015;FRK1215092D015010; ;Pas de changement;VAL;15092;LANOBRE;01/01/1991;Lac;2,50542819217;45,44378121242
2025;Auvergne-Rhône-Alpes;015;FRK1215092D015015; ;Pas de changement;LA SIAUVE;15092;LANOBRE;01/01/1991;Lac;2,50097508086;45,42827328797
2025;Auvergne-Rhône-Alpes;015;FRK1215124D015030; ;Pas de changement;LAC DE MENET;15124;MENET;01/01/1991;Lac;2,58460584576;45,30235162189
2025;Auvergne-Rhône-Alpes;015;FRK1215153D015050; ;Pas de changement;LONGAIROUX;15153;PLEAUX;01/01/1992;Lac;2,22897783104;45,07939420942
2025;Auvergne-Rhône-Alpes;015;FRK1215189D015080; ;Pas de changement;ESPINET;15189;SAINT-GERONS;01/01/1991;Lac;2,22892353032;44,93303975421
2025;Auvergne-Rhône-Alpes;015;FRK1215189D015085; ;Pas de changement;RENAC;15189;SAINT-GERONS;01/01/1991;Lac;2,21814628086;44,93505340580
2025;Auvergne-Rhône-Alpes;015;FRK1215240D015020; ;Pas de changement;LASTIOULLES;15240;TREMOUILLE;01/01/1991;Lac;2,66338861338;45,40065786619
2025;Auvergne-Rhône-Alpes;015;FRK1215243D015240; ;Pas de changement;LE CIVIER;15243;TRIZAC;01/01/1991;Lac;2,53679535538;45,24716447954
2025;Auvergne-Rhône-Alpes;015;FRK1215260D015110; ;Pas de changement;LE PORT;15260;VIEILLEVIE;01/01/1991;Rivière;2,45536692910;44,64678530974
2025;Auvergne-Rhône-Alpes;015;FRK1215260D015111; ;Pas de changement;LE SOULOU (RIVIERE LE LOT);15260;VIEILLEVIE;01/07/2008;Rivière;2,40094559715;44,64594576882
2025;Auvergne-Rhône-Alpes;026;FRK2326035D026370; ;Pas de changement;GERVANNE AMONT DE BEAUFORT;26035;BEAUFORT-SUR-GERVANNE;01/01/1991;Rivière;5,15026952751;44,78472053157
2025;Auvergne-Rhône-Alpes;026;FRK2326037D026940; ;Changement mineur;ETANG DU PÈRE EUGÈNE;26037;BEAUMONT-LES-VALENCE;01/01/1991;Lac;4,92848870443;44,86564841073
2025;Auvergne-Rhône-Alpes;026;FRK2326063D026715; ;Pas de changement;OUVEZE AMONT DE BUIS;26063;BUIS-LES-BARONNIES;01/01/2005;Rivière;5,28190248884;44,29537551455
2025;Auvergne-Rhône-Alpes;026;FRK2326086D026960; ;Pas de changement;LAC BLEU;26086;CHATILLON-EN-DIOIS;01/01/1991;Lac;5,45122569892;44,68324809240
2025;Auvergne-Rhône-Alpes;026;FRK2326113D026217; ;Pas de changement;DROME AMONT DE DIE;26113;DIE;01/01/1992;Rivière;5,38271442991;44,74274083103
2025;Auvergne-Rhône-Alpes;026;FRK2326113D026219; ;Pas de changement;DROME CENTRE DIE;26113;DIE;01/01/2005;Rivière;5,36567377827;44,75014962423
2025;Auvergne-Rhône-Alpes;026;FRK2326113D026268; ;Pas de changement;DROME AVAL DIE;26113;DIE;01/01/2005;Rivière;5,35377528568;44,75850041953
2025;Auvergne-Rhône-Alpes;026;FRK2326167D026210; ;Pas de changement;DROME DE BEAUMONT A LUC EN DIOIS;26167;LUC-EN-DIOIS;01/01/1991;Rivière;5,45947944483;44,59992092707
2025;Auvergne-Rhône-Alpes;026;FRK2326183D026255; ;Pas de changement;DROME DE PIEGROS A BLACONS;26183;MIRABEL-ET-BLACONS;01/01/1991;Rivière;5,08840712497;44,70856724926
2025;Auvergne-Rhône-Alpes;026;FRK2326192D026520; ;Pas de changement;LEZ  PONT AU JAS;26192;MONTBRISON-SUR-LEZ;01/01/1991;Rivière;5,01169648285;44,44487895739
2025;Auvergne-Rhône-Alpes;026;FRK2326198D026970; ;Pas de changement;LAC DE MONTMEILLAN;26198;MONTELIMAR;01/01/1991;Lac;4,69609834101;44,55492517109
2025;Auvergne-Rhône-Alpes;026;FRK2326215D026900; ;Pas de changement;LAC DU PAS DES ONDES;26215;MOTTE-CHALANCON (LA);01/01/1997;Lac;5,36731222089;44,46442552382
2025;Auvergne-Rhône-Alpes;026;FRK2326235D026920; ;Pas de changement;LAC DE PIGNEDORE;26235;PIERRELATTE;01/01/2004;Lac;4,68295700429;44,36505090775
2025;Auvergne-Rhône-Alpes;026;FRK2326289D026240; ;Pas de changement;DROME DE ESPENEL A SAILLANS;26289;SAILLANS;01/01/1991;Rivière;5,21031361604;44,69008785335
2025;Auvergne-Rhône-Alpes;026;FRK2326289D026245; ;Pas de changement;DROME AVAL SAILLANS;26289;SAILLANS;01/01/1992;Rivière;5,18293056225;44,69306308218
2025;Auvergne-Rhône-Alpes;026;FRK2326295D026990; ;Pas de changement;LAC LES VERNETS DE GALAURE;26295;SAINT-BARTHELEMY-DE-VALS;01/01/1995;Lac;4,88415136253;45,17656154171
2025;Auvergne-Rhône-Alpes;026;FRK2326296D026347; ;Pas de changement;AVAL ST BENOIT A CONFLUENCE DROME;26296;SAINT-BENOIT-EN-DIOIS;01/01/2005;Rivière;5,26302112209;44,67928650841
2025;Auvergne-Rhône-Alpes;026;FRK2326299D026267; ;Pas de changement;DROME DE DIE A STE CROIX;26299;SAINTE-CROIX;01/01/2005;Rivière;5,29293492913;44,76260439254
2025;Auvergne-Rhône-Alpes;026;FRK2326301D026910; ;Pas de changement;LAC DE CHAMPOS (HERBASSE);26301;SAINT-DONAT-SUR-L'HERBASSE;01/01/1991;Lac;5,00719563662;45,13203868910
2025;Auvergne-Rhône-Alpes;026;FRK2326301D026915; ;Pas de changement;LAC DE CHAMPOS (SOURCES);26301;SAINT-DONAT-SUR-L'HERBASSE;01/01/1991;Lac;5,00639879515;45,13394448947
2025;Auvergne-Rhône-Alpes;026;FRK2326344D026415; ;Pas de changement;ROUBION DE SAOU A SOYANS;26344;SOYANS;01/01/1991;Rivière;5,03508270543;44,62634717849
2025;Auvergne-Rhône-Alpes;026;FRK2326368D026230; ;Pas de changement;DROME AMONT DE  VERCHENY;26368;VERCHENY;01/01/1991;Rivière;5,26822727316;44,71671933058
2025;Auvergne-Rhône-Alpes;038;FRK2438006D038300; ;Pas de changement;ALLEVARD - LAC DE LA MIRANDE;38006;ALLEVARD;01/01/1992;Lac;6,08617105032;45,40797810838
2025;Auvergne-Rhône-Alpes;038;FRK2438082D038001; ;Pas de changement;CHARAVINES - LAC DE PALADRU;38082;CHARAVINES;01/01/1992;Lac;5,51728590073;45,43446186710
2025;Auvergne-Rhône-Alpes;038;FRK2438106D038031; ;Pas de changement;CHOLONGE - LAC DE LAFFREY;38106;CHOLONGE;01/01/1992;Lac;5,77850159548;45,00256179424
2025;Auvergne-Rhône-Alpes;038;FRK2438128D038111; ;Pas de changement;CORPS - LAC DU SAUTET - BASE NAUTIQUE;38128;CORPS;01/01/2001;Lac;5,93301507741;44,81613067859
2025;Auvergne-Rhône-Alpes;038;FRK2438203D038030; ;Pas de changement;LAFFREY - LAC DE LAFFREY - PLAGE NORD;38203;LAFFREY;01/01/1992;Lac;5,78169278940;45,02360000938
2025;Auvergne-Rhône-Alpes;038;FRK2438231D038400; ;Pas de changement;MEYRIEU LES ETANGS - BASE DE LOISIRS DU MOULIN;38231;MEYRIEU-LES-ETANGS;01/01/1992;Lac;5,20414021434;45,50886814374
2025;Auvergne-Rhône-Alpes;038;FRK2438256D038005; ;Pas de changement;MONTFERRAT - LAC DE PALADRU;38256;MONTFERRAT;01/01/1992;Lac;5,55610789521;45,46753063142
2025;Auvergne-Rhône-Alpes;038;FRK2438292D038002; ;Pas de changement;LE PIN - LAC DE PALADRU;38292;VILLAGES-DU-LAC-DE-PALADRU;01/01/1992;Lac;5,52445488459;45,45284161493
2025;Auvergne-Rhône-Alpes;038;FRK2438292D038003; ;Pas de changement;PALADRU - LAC DE PALADRU;38292;VILLAGES-DU-LAC-DE-PALADRU;01/01/1992;Lac;5,55140969784;45,47284498013
2025;Auvergne-Rhône-Alpes;038;FRK2438304D038004; ;Changement mineur;PIERRE-CHÂTEL - LAC DE PIERRE-CHÂTEL - PLAGE DES CORDELIERS;38304;PIERRE-CHATEL;01/01/2000;Lac;5,78015226253;44,96905103251
2025;Auvergne-Rhône-Alpes;038;FRK2438314D038240; ;Pas de changement;PONTCHARRA - PLAN D'EAU;38314;PONTCHARRA;01/01/1992;Lac;6,00655084127;45,44424086092
2025;Auvergne-Rhône-Alpes;038;FRK2438343D038080; ;Pas de changement;ROMAGNIEU - LAC DE ROMAGNIEU;38343;ROMAGNIEU;01/01/1992;Lac;5,64028532131;45,58071631506
2025;Auvergne-Rhône-Alpes;038;FRK2438347D038090; ;Pas de changement;ROYBON - LAC DE ROYBON;38347;ROYBON;01/01/1992;Lac;5,24601002909;45,25116208958
2025;Auvergne-Rhône-Alpes;038;FRK2438449D038120; ;Site de baignade supprimé;SAINT QUENTIN FALLAVIER - ETANG DE FALLAVIER;#N/A;#N/A;01/01/1992;Lac;5,12946425386;45,61914413134
2025;Auvergne-Rhône-Alpes;038;FRK2438453D038270; ;Pas de changement;SAINT ROMANS - LAC DU MARANDAN;38453;SAINT-ROMANS;01/01/1992;Lac;5,29262336006;45,10170164374
2025;Auvergne-Rhône-Alpes;038;FRK2438462D038040; ;Changement mineur;SAINT THÉOFFREY - LAC DE PÉTICHET;38462;SAINT-THEOFFREY;01/01/1992;Lac;5,77591907760;44,99452689238
2025;Auvergne-Rhône-Alpes;038;FRK2438503D038060; ;Pas de changement;LA TERRASSE - LAC DE LA TERRASSE - PLAGE;38503;TERRASSE (LA);01/01/1992;Lac;5,94450123043;45,31737589377
